"","faa","name","tz","dst","tzone"
"885","MKK","Molokai",-10,"N","Pacific/Honolulu"
"886","MKL","Mc Kellar Sipes Rgnl",-6,"A","America/Chicago"
"887","MKO","Davis Fld",-6,"A","America/Chicago"
"888","MLB","Melbourne Intl",-5,"A","America/New_York"
"889","MLC","Mc Alester Rgnl",-6,"A","America/Chicago"
"890","MLD","Malad City",-7,"A","America/Denver"
"891","MLI","Quad City Intl",-6,"A","America/Chicago"
"892","MLJ","Baldwin County Airport",-5,"A","America/New_York"
"893","MLL","Marshall Don Hunter Sr. Airport",-9,"A","America/Anchorage"
"894","MLS","Frank Wiley Field",-7,"A","America/Denver"
"895","MLT","Millinocket Muni",-5,"A","America/New_York"
"896","MLU","Monroe Rgnl",-6,"A","America/Chicago"
"897","MLY","Manley Hot Springs Airport",-9,"A","America/Anchorage"
"898","MMH","Mammoth Yosemite Airport",-8,"A","America/Los_Angeles"
"899","MMI","McMinn Co",-5,"N","America/New_York"
"900","MMU","Morristown Municipal Airport",-5,"A","America/New_York"
"901","MMV","Mc Minnville Muni",-8,"A","America/Los_Angeles"
"902","MNM","Menominee Marinette Twin Co",-6,"A","America/Chicago"
"903","MNT","Minto Airport",-9,"A","America/Anchorage"
"904","MNZ","Manassas",-5,"A","America/New_York"
"905","MOB","Mobile Rgnl",-6,"A","America/Chicago"
"906","MOD","Modesto City Co Harry Sham",-8,"A","America/Los_Angeles"
"907","MOT","Minot Intl",-6,"A","America/Chicago"
"908","MOU","Mountain Village Airport",-9,"A","America/Anchorage"
"909","MPB","Miami Seaplane Base",-5,"A","America/New_York"
"910","MPI","MariposaYosemite",-8,"A","America/Los_Angeles"
"911","MPV","Edward F Knapp State",-5,"A","America/New_York"
"912","MQB","Macomb Municipal Airport",-6,"U","America/Chicago"
"913","MQI","Dare County Regional",-5,"A","America/New_York"
"914","MQT","Sawyer International Airport",-5,"A","America/New_York"
"915","MRB","Eastern WV Regional Airport",-5,"A","America/New_York"
"916","MRI","Merrill Fld",-9,"A","America/Anchorage"
"917","MRK","Marco Islands",-5,"A","America/New_York"
"918","MRN","Foothills Regional Airport",-5,"A","America/New_York"
"919","MRY","Monterey Peninsula",-8,"A","America/Los_Angeles"
"920","MSL","Northwest Alabama Regional Airport",-6,"A","America/Chicago"
"921","MSN","Dane Co Rgnl Truax Fld",-6,"A","America/Chicago"
"922","MSO","Missoula Intl",-7,"A","America/Denver"
"923","MSP","Minneapolis St Paul Intl",-6,"A","America/Chicago"
"924","MSS","Massena Intl Richards Fld",-5,"A","America/New_York"
"925","MSY","Louis Armstrong New Orleans Intl",-6,"A","America/Chicago"
"926","MTC","Selfridge Angb",-5,"A","America/New_York"
"927","MTH","Florida Keys Marathon Airport",-5,"A","America/New_York"
"928","MTJ","Montrose Regional Airport",-7,"A","America/Denver"
"929","MTM","Metlakatla Seaplane Base",-9,"A","America/Anchorage"
"930","MTN","Martin State",-5,"A","America/New_York"
"931","MUE","Waimea Kohala",-10,"A","Pacific/Honolulu"
"932","MUI","Muir Aaf",-5,"A","America/New_York"
"933","MUO","Mountain Home Afb",-7,"A","America/Denver"
"934","MVL","Morrisville Stowe State Airport",-5,"A","America/New_York"
"935","MVY","Martha\\'s Vineyard",-5,"A","America/New_York"
"936","MWA","Williamson Country Regional Airport",-6,"A","America/Chicago"
"937","MWC","Lawrence J Timmerman Airport",-6,"A","America/Chicago"
"938","MWH","Grant Co Intl",-8,"A","America/Los_Angeles"
"939","MWL","Mineral Wells",-6,"A","America/Chicago"
"940","MWM","Windom Municipal Airport",-6,"A","America/Chicago"
"941","MXF","Maxwell Afb",-6,"A","America/Chicago"
"942","MXY","McCarthy Airport",-9,"U","America/Anchorage"
"943","MYF","Montgomery Field",8,"A","Asia/Chongqing"
"944","MYL","McCall Municipal Airport",-7,"A","America/Denver"
"945","MYR","Myrtle Beach Intl",-5,"A","America/New_York"
"946","MYU","Mekoryuk Airport",-9,"A","America/Anchorage"
"947","MYV","Yuba County Airport",-8,"A","America/Los_Angeles"
"948","MZJ","Pinal Airpark",-7,"N","America/Phoenix"
"949","N53","Stroudsburg-Pocono Airport",-5,"A","America/New_York"
"950","N69","Stormville Airport",-5,"A","America/New_York"
"951","N87","Trenton-Robbinsville Airport",-5,"A","America/New_York"
"952","NBG","New Orleans Nas Jrb",-6,"A","America/Chicago"
"953","NBU","Naval Air Station",-6,"A","America/Chicago"
"954","NCN","Chenega Bay Airport",-9,"A","America/Anchorage"
"955","NEL","Lakehurst Naes",-5,"A","America/New_York"
"956","NEW","Lakefront",-6,"A","America/Chicago"
"957","NFL","Fallon Nas",-8,"A","America/Los_Angeles"
"958","NGF","Kaneohe Bay Mcaf",-10,"A","Pacific/Honolulu"
"959","NGP","Corpus Christi NAS",-6,"A","America/Chicago"
"960","NGU","Norfolk Ns",-5,"A","America/New_York"
"961","NGZ","NAS Alameda",-8,"U","America/Los_Angeles"
"962","NHK","Patuxent River Nas",-5,"A","America/New_York"
"963","NIB","Nikolai Airport",-9,"A","America/Anchorage"
"964","NID","China Lake Naws",-8,"A","America/Los_Angeles"
"965","NIP","Jacksonville Nas",-5,"A","America/New_York"
"966","NJK","El Centro Naf",-8,"A","America/Los_Angeles"
"967","NKT","Cherry Point Mcas",-5,"A","America/New_York"
"968","NKX","Miramar Mcas",-8,"A","America/Los_Angeles"
"969","NLC","Lemoore Nas",-8,"A","America/Los_Angeles"
"970","NLG","Nelson Lagoon",-9,"A","America/Anchorage"
"971","NME","Nightmute Airport",-9,"A","America/Anchorage"
"972","NMM","Meridian Nas",-6,"A","America/Chicago"
"973","NNL","Nondalton Airport",-9,"A","America/Anchorage"
"974","NOW","Port Angeles Cgas",-8,"A","America/Los_Angeles"
"975","NPA","Pensacola Nas",-6,"A","America/Chicago"
"976","NPZ","Porter County Municipal Airport",-6,"A","America/Chicago"
"977","NQA","Millington Rgnl Jetport",-6,"A","America/Chicago"
"978","NQI","Kingsville Nas",-6,"A","America/Chicago"
"979","NQX","Key West Nas",-5,"A","America/New_York"
"980","NSE","Whiting Fld Nas North",-6,"A","America/Chicago"
"981","NTD","Point Mugu Nas",-8,"A","America/Los_Angeles"
"982","NTU","Oceana Nas",-5,"A","America/New_York"
"983","NUI","Nuiqsut Airport",-9,"A","America/Anchorage"
"984","NUL","Nulato Airport",-9,"A","America/Anchorage"
"985","NUP","Nunapitchuk Airport",-9,"A","America/Anchorage"
"986","NUQ","Moffett Federal Afld",-8,"A","America/Los_Angeles"
"987","NUW","Whidbey Island Nas",-8,"A","America/Los_Angeles"
"988","NXP","Twentynine Palms Eaf",-8,"A","America/Los_Angeles"
"989","NXX","Willow Grove Nas Jrb",-5,"A","America/New_York"
"990","NY9","Long Lake",-5,"A","America/New_York"
"991","NYC","All Airports",-5,"A","America/New_York"
"992","NYG","Quantico Mcaf",-5,"A","America/New_York"
"993","NZC","Cecil Field",-5,"A","America/New_York"
"994","NZJ","El Toro",-8,"A","America/Los_Angeles"
"995","NZY","North Island Nas",-8,"A","America/Los_Angeles"
"996","O03","Morgantown Airport",-5,"A","America/New_York"
"997","O27","Oakdale Airport",-8,"A","America/Los_Angeles"
"998","OAJ","Albert J Ellis",-5,"A","America/New_York"
"999","OAK","Metropolitan Oakland Intl",-8,"A","America/Los_Angeles"
"1000","OAR","Marina Muni",-8,"A","America/Los_Angeles"
"1001","OBE","County",-5,"A","America/New_York"
"1002","OBU","Kobuk Airport",-9,"A","America/Anchorage"
"1003","OCA","Key Largo",-5,"A","America/New_York"
"1004","OCF","International Airport",-5,"A","America/New_York"
"1005","OEB","Branch County Memorial Airport",-5,"A","America/New_York"
"1006","OFF","Offutt Afb",-6,"A","America/Chicago"
"1007","OGG","Kahului",-10,"N","Pacific/Honolulu"
"1008","OGS","Ogdensburg Intl",-5,"A","America/New_York"
"1009","OJC","Johnson County Airport",-6,"A","America/Chicago"
"1010","OKC","Will Rogers World",-6,"A","America/Chicago"
"1011","OLF","LM Clayton Airport",-7,"A","America/Denver"
"1012","OLH","Old Harbor Airport",-9,"A","America/Anchorage"
"1013","OLM","Olympia Regional Airpor",-8,"A","America/Los_Angeles"
"1014","OLS","Nogales Intl",-7,"A","America/Phoenix"
"1015","OLT","San Diego Old Town Transit Center",-8,"A","America/Los_Angeles"
"1016","OLV","Olive Branch Muni",-6,"A","America/Chicago"
"1017","OMA","Eppley Afld",-6,"A","America/Chicago"
"1018","OME","Nome",-9,"A","America/Anchorage"
"1019","OMN","Ormond Beach municipal Airport",-5,"A","America/New_York"
"1020","ONH","Oneonta Municipal Airport",-5,"A","America/New_York"
"1021","ONP","Newport Municipal Airport",-8,"A","America/Los_Angeles"
"1022","ONT","Ontario Intl",-8,"A","America/Los_Angeles"
"1023","OOK","Toksook Bay Airport",-9,"A","America/Anchorage"
"1024","OPF","Opa Locka",-5,"A","America/New_York"
"1025","OQN","Brandywine Airport",-5,"A","America/New_York"
"1026","OQU","Quonset State Airport",-5,"A","America/New_York"
"1027","ORD","Chicago Ohare Intl",-6,"A","America/Chicago"
"1028","ORF","Norfolk Intl",-5,"A","America/New_York"
"1029","ORH","Worcester Regional Airport",-5,"A","America/New_York"
"1030","ORI","Port Lions Airport",-9,"A","America/Anchorage"
"1031","ORL","Executive",-5,"A","America/New_York"
"1032","ORT","Northway",-9,"A","America/Anchorage"
"1033","ORV","Robert Curtis Memorial Airport",-9,"A","America/Anchorage"
"1034","OSC","Oscoda Wurtsmith",-5,"A","America/New_York"
"1035","OSH","Wittman Regional Airport",-6,"A","America/Chicago"
"1036","OSU","Ohio State University Airport",-5,"U","America/New_York"
"1037","OTH","Southwest Oregon Regional Airport",-8,"A","America/Los_Angeles"
"1038","OTS","Anacortes Airport",-8,"A","America/Los_Angeles"
"1039","OTZ","Ralph Wien Mem",-9,"A","America/Anchorage"
"1040","OWB","Owensboro Daviess County Airport",-6,"A","America/Chicago"
"1041","OWD","Norwood Memorial Airport",-5,"A","America/New_York"
"1042","OXC","Waterbury-Oxford Airport",-5,"A","America/New_York"
"1043","OXD","Miami University Airport",-5,"U","America/New_York"
"1044","OXR","Oxnard - Ventura County",-8,"A","America/Los_Angeles"
"1045","OZA","Ozona Muni",-6,"A","America/Chicago"
"1046","P08","Coolidge Municipal Airport",-7,"A","America/Phoenix"
"1047","P52","Cottonwood Airport",-7,"A","America/Phoenix"
"1048","PAE","Snohomish Co",-8,"A","America/Los_Angeles"
"1049","PAH","Barkley Regional Airport",-6,"A","America/Chicago"
"1050","PAM","Tyndall Afb",-6,"A","America/Chicago"
"1051","PAO","Palo Alto Airport of Santa Clara County",-8,"A","America/Los_Angeles"
"1052","PAQ","Palmer Muni",-9,"A","America/Anchorage"
"1053","PBF","Grider Fld",-6,"A","America/Chicago"
"1054","PBG","Plattsburgh Intl",-5,"A","America/New_York"
"1055","PBI","Palm Beach Intl",-5,"A","America/New_York"
"1056","PBV","St George",-9,"A","America/Anchorage"
"1057","PBX","Pike County Airport - Hatcher Field",-5,"A","America/New_York"
"1058","PCW","Erie-Ottawa Regional Airport",-5,"U","America/New_York"
"1059","PCZ","Waupaca Municipal Airport",-6,"A","America/Chicago"
"1060","PDB","Pedro Bay Airport",-9,"A","America/Anchorage"
"1061","PDK","Dekalb-Peachtree Airport",-5,"A","America/New_York"
"1062","PDT","Eastern Oregon Regional Airport",-8,"A","America/Los_Angeles"
"1063","PDX","Portland Intl",-8,"A","America/Los_Angeles"
"1064","PEC","Pelican Seaplane Base",-9,"A","America/Anchorage"
"1065","PEQ","Pecos Municipal Airport",-6,"A","America/Chicago"
"1066","PFN","Panama City Bay Co Intl",-6,"A","America/Chicago"
"1067","PGA","Page Municipal Airport",-7,"A","America/Phoenix"
"1068","PGD","Charlotte County-Punta Gorda Airport",-5,"A","America/New_York"
"1069","PGV","Pitt-Greenville Airport",-5,"A","America/New_York"
"1070","PHD","Harry Clever Field Airport",-5,"A","America/New_York"
"1071","PHF","Newport News Williamsburg Intl",-5,"A","America/New_York"
"1072","PHK","Pahokee Airport",-5,"A","America/New_York"
"1073","PHL","Philadelphia Intl",-5,"A","America/New_York"
"1074","PHN","St Clair Co Intl",-5,"A","America/New_York"
"1075","PHO","Point Hope Airport",-9,"A","America/Anchorage"
"1076","PHX","Phoenix Sky Harbor Intl",-7,"N","America/Phoenix"
"1077","PIA","Peoria Regional",-6,"A","America/Chicago"
"1078","PIB","Hattiesburg Laurel Regional Airport",-6,"A","America/Chicago"
"1079","PIE","St Petersburg Clearwater Intl",-5,"A","America/New_York"
"1080","PIH","Pocatello Regional Airport",-7,"A","America/Denver"
"1081","PIM","Harris County Airport",-5,"A","America/New_York"
"1082","PIP","Pilot Point Airport",-9,"A","America/Anchorage"
"1083","PIR","Pierre Regional Airport",-6,"A","America/Chicago"
"1084","PIT","Pittsburgh Intl",-5,"A","America/New_York"
"1085","PIZ","Point Lay Lrrs",-9,"A","America/Anchorage"
"1086","PKB","Mid-Ohio Valley Regional Airport",-5,"A","America/New_York"
"1087","PLN","Pellston Regional Airport of Emmet County Airport",-5,"A","America/New_York"
"1088","PMB","Pembina Muni",-6,"A","America/Chicago"
"1089","PMD","Palmdale Rgnl Usaf Plt 42",-8,"A","America/Los_Angeles"
"1090","PML","Port Moller Airport",-9,"A","America/Anchorage"
"1091","PMP","Pompano Beach Airpark",-5,"A","America/New_York"
"1092","PNC","Ponca City Rgnl",-6,"A","America/Chicago"
"1093","PNE","Northeast Philadelphia",-5,"A","America/New_York"
"1094","PNM","Princeton Muni",-6,"A","America/Chicago"
"1095","PNS","Pensacola Rgnl",-6,"A","America/Chicago"
"1096","POB","Pope Field",-5,"A","America/New_York"
"1097","POC","Brackett Field",-8,"A","America/Los_Angeles"
"1098","POE","Polk Aaf",-6,"A","America/Chicago"
"1099","POF","Poplar Bluff Municipal Airport",-6,"A","America/Chicago"
"1100","PPC","Prospect Creek Airport",-9,"A","America/Anchorage"
"1101","PPV","Port Protection Seaplane Base",-9,"A","America/Anchorage"
"1102","PQI","Northern Maine Rgnl At Presque Isle",-5,"A","America/New_York"
"1103","PQS","Pilot Station Airport",-9,"A","America/Anchorage"
"1104","PRC","Ernest A Love Fld",-7,"A","America/Phoenix"
"1105","PRL","Port Oceanic Airport",-9,"A","America/Anchorage"
"1106","PSC","Tri Cities Airport",-8,"A","America/Los_Angeles"
"1107","PSG","Petersburg James A. Johnson",-9,"A","America/Anchorage"
"1108","PSM","Pease International Tradeport",-5,"A","America/New_York"
"1109","PSP","Palm Springs Intl",-8,"A","America/Los_Angeles"
"1110","PSX","Palacios Muni",-6,"A","America/Chicago"
"1111","PTA","Port Alsworth Airport",-9,"A","America/Anchorage"
"1112","PTB","Dinwiddie County Airport",-5,"A","America/New_York"
"1113","PTH","Port Heiden Airport",-9,"A","America/Anchorage"
"1114","PTK","Oakland Co. Intl",-5,"A","America/New_York"
"1115","PTU","Platinum",-9,"A","America/Anchorage"
"1116","PUB","Pueblo Memorial",-7,"A","America/Denver"
"1117","PUC","Carbon County Regional-Buck Davis Field",-7,"A","America/Denver"
"1118","PUW","Pullman-Moscow Rgnl",-8,"A","America/Los_Angeles"
"1119","PVC","Provincetown Muni",-5,"A","America/New_York"
"1120","PVD","Theodore Francis Green State",-5,"A","America/New_York"
"1121","PVU","Provo Municipal Airport",-7,"A","America/Denver"
"1122","PWK","Chicago Executive",-6,"A","America/Chicago"
"1123","PWM","Portland Intl Jetport",-5,"A","America/New_York"
"1124","PWT","Bremerton National",-8,"A","America/Los_Angeles"
"1125","PYM","Plymouth Municipal Airport",-5,"A","America/New_York"
"1126","PYP","Centre-Piedmont-Cherokee County Regional Airport",-6,"A","America/Chicago"
"1127","R49","Ferry County Airport",-8,"A","America/Los_Angeles"
"1128","RAC","John H. Batten Airport",-6,"A","America/Chicago"
"1129","RAL","Riverside Muni",-8,"A","America/Los_Angeles"
"1130","RAP","Rapid City Regional Airport",-7,"A","America/Denver"
"1131","RBD","Dallas Executive Airport",-6,"A","America/Chicago"
"1132","RBK","French Valley Airport",-8,"A","America/Los_Angeles"
"1133","RBM","Robinson Aaf",-6,"A","America/Chicago"
"1134","RBN","Fort Jefferson",-5,"A","America/New_York"
"1135","RBY","Ruby Airport",-9,"A","America/Anchorage"
"1136","RCA","Ellsworth Afb",-7,"A","America/Denver"
"1137","RCE","Roche Harbor Seaplane Base",-8,"A","America/Los_Angeles"
"1138","RCZ","Richmond County Airport",-5,"A","America/New_York"
"1139","RDD","Redding Muni",-8,"A","America/Los_Angeles"
"1140","RDG","Reading Regional Carl A Spaatz Field",-5,"A","America/New_York"
"1141","RDM","Roberts Fld",-8,"A","America/Los_Angeles"
"1142","RDR","Grand Forks Afb",-6,"A","America/Chicago"
"1143","RDU","Raleigh Durham Intl",-5,"A","America/New_York"
"1144","RDV","Red Devil Airport",-9,"A","America/Anchorage"
"1145","REI","Redlands Municipal Airport",-8,"A","America/Los_Angeles"
"1146","RFD","Chicago Rockford International Airport",-6,"A","America/Chicago"
"1147","RHI","Rhinelander Oneida County Airport",-6,"A","America/Chicago"
"1148","RIC","Richmond Intl",-5,"A","America/New_York"
"1149","RID","Richmond Municipal Airport",-5,"U","America/New_York"
"1150","RIF","Richfield Minicipal Airport",-7,"A","America/Denver"
"1151","RIL","Garfield County Regional Airport",-7,"A","America/Denver"
"1152","RIR","Flabob Airport",-8,"A","America/Los_Angeles"
"1153","RIU","Rancho Murieta",-8,"A","America/Los_Angeles"
"1154","RIV","March Arb",-8,"A","America/Los_Angeles"
"1155","RIW","Riverton Regional",-7,"A","America/Denver"
"1156","RKD","Knox County Regional Airport",-5,"A","America/New_York"
"1157","RKH","Rock Hill York Co Bryant Airport",-5,"A","America/New_York"
"1158","RKP","Aransas County Airport",-6,"A","America/Chicago"
"1159","RKS","Rock Springs Sweetwater County Airport",-7,"A","America/Denver"
"1160","RME","Griffiss Afld",-5,"A","America/New_York"
"1161","RMG","Richard B Russell Airport",-5,"A","America/New_York"
"1162","RMP","Rampart Airport",-9,"A","America/Anchorage"
"1163","RMY","Brooks Field Airport",-5,"A","America/New_York"
"1164","RND","Randolph Afb",-6,"A","America/Chicago"
"1165","RNM","Ramona Airport",-8,"A","America/Los_Angeles"
"1166","RNO","Reno Tahoe Intl",-8,"A","America/Los_Angeles"
"1167","RNT","Renton",-8,"A","America/Los_Angeles"
"1168","ROA","Roanoke Regional",-5,"A","America/New_York"
"1169","ROC","Greater Rochester Intl",-5,"A","America/New_York"
"1170","ROW","Roswell Intl Air Center",-7,"A","America/Denver"
"1171","RSH","Russian Mission Airport",-9,"A","America/Anchorage"
"1172","RSJ","Rosario Seaplane Base",-8,"A","America/Los_Angeles"
"1173","RST","Rochester",-6,"A","America/Chicago"
"1174","RSW","Southwest Florida Intl",-5,"A","America/New_York"
"1175","RUT","Rutland State Airport",-5,"A","America/New_York"
"1176","RVS","Richard Lloyd Jones Jr Airport",-6,"A","America/Chicago"
"1177","RWI","Rocky Mount Wilson Regional Airport",-5,"A","America/New_York"
"1178","RWL","Rawlins Municipal Airport-Harvey Field",-7,"A","America/Denver"
"1179","RYY","Cobb County Airport-Mc Collum Field",-5,"A","America/New_York"
"1180","S30","Lebanon State",-8,"A","America/Los_Angeles"
"1181","S40","Prosser",-8,"A","America/Los_Angeles"
"1182","S46","Port O\\'Connor Airfield",-6,"A","America/Chicago"
"1183","SAA","Shively Field Airport",-7,"A","America/Denver"
"1184","SAC","Sacramento Executive",-8,"A","America/Los_Angeles"
"1185","SAD","Safford Regional Airport",-7,"N","America/Phoenix"
"1186","SAF","Santa Fe Muni",-7,"A","America/Denver"
"1187","SAN","San Diego Intl",-8,"A","America/Los_Angeles"
"1188","SAT","San Antonio Intl",-6,"A","America/Chicago"
"1189","SAV","Savannah Hilton Head Intl",-5,"A","America/New_York"
"1190","SBA","Santa Barbara Muni",-8,"A","America/Los_Angeles"
"1191","SBD","San Bernardino International Airport",-8,"A","America/Los_Angeles"
"1192","SBM","Sheboygan County Memorial Airport",-6,"A","America/Chicago"
"1193","SBN","South Bend Rgnl",-5,"A","America/New_York"
"1194","SBO","Emanuel Co",-5,"A","America/New_York"
"1195","SBP","San Luis County Regional Airport",-8,"A","America/Los_Angeles"
"1196","SBS","Steamboat Springs Airport-Bob Adams Field",-7,"A","America/Denver"
"1197","SBY","Salisbury Ocean City Wicomico Rgnl",-5,"A","America/New_York"
"1198","SCC","Deadhorse",-9,"A","America/Anchorage"
"1199","SCE","University Park Airport",-5,"A","America/New_York"
"1200","SCH","Stratton ANGB - Schenectady County Airpor",-5,"A","America/New_York"
"1201","SCK","Stockton Metropolitan",-8,"A","America/Los_Angeles"
"1202","SCM","Scammon Bay Airport",-9,"A","America/Anchorage"
"1203","SDC","Williamson-Sodus Airport",-5,"A","America/New_York"
"1204","SDF","Louisville International Airport",-5,"A","America/New_York"
"1205","SDM","Brown Field Municipal Airport",-8,"A","America/Los_Angeles"
"1206","SDP","Sand Point Airport",-9,"A","America/Anchorage"
"1207","SDX","Sedona",-7,"A","America/Phoenix"
"1208","SDY","Sidney-Richland Municipal Airport",-7,"A","America/Denver"
"1209","SEA","Seattle Tacoma Intl",-8,"A","America/Los_Angeles"
"1210","SEE","Gillespie",-8,"A","America/Los_Angeles"
"1211","SEF","Regional - Hendricks AAF",-5,"A","America/New_York"
"1212","SEM","Craig Fld",-6,"A","America/Chicago"
"1213","SES","Selfield Airport",-6,"A","America/Chicago"
"1214","SFB","Orlando Sanford Intl",-5,"A","America/New_York"
"1215","SFF","Felts Fld",-8,"A","America/Los_Angeles"
"1216","SFM","Sanford Regional",-5,"A","America/New_York"
"1217","SFO","San Francisco Intl",-8,"A","America/Los_Angeles"
"1218","SFZ","North Central State",-5,"A","America/New_York"
"1219","SGF","Springfield Branson Natl",-6,"A","America/Chicago"
"1220","SGH","Springfield-Beckly Municipal Airport",-5,"A","America/New_York"
"1221","SGJ","St. Augustine Airport",-5,"A","America/New_York"
"1222","SGR","Sugar Land Regional Airport",-6,"A","America/Chicago"
"1223","SGU","St George Muni",-7,"A","America/Denver"
"1224","SGY","Skagway Airport",-9,"A","America/Anchorage"
"1225","SHD","Shenandoah Valley Regional Airport",-5,"A","America/New_York"
"1226","SHG","Shungnak Airport",-9,"A","America/Anchorage"
"1227","SHH","Shishmaref Airport",-9,"A","America/Anchorage"
"1228","SHR","Sheridan County Airport",-7,"A","America/Denver"
"1229","SHV","Shreveport Rgnl",-6,"A","America/Chicago"
"1230","SHX","Shageluk Airport",-9,"A","America/Anchorage"
"1231","SIK","Sikeston Memorial Municipal",-6,"A","America/Chicago"
"1232","SIT","Sitka Rocky Gutierrez",-9,"A","America/Anchorage"
"1233","SJC","Norman Y Mineta San Jose Intl",-8,"A","America/Los_Angeles"
"1234","SJT","San Angelo Rgnl Mathis Fld",-6,"A","America/Chicago"
"1235","SKA","Fairchild Afb",-8,"A","America/Los_Angeles"
"1236","SKF","Lackland Afb Kelly Fld Annex",-6,"A","America/Chicago"
"1237","SKK","Shaktoolik Airport",-9,"A","America/Anchorage"
"1238","SKY","Griffing Sandusky",-5,"A","America/New_York"
"1239","SLC","Salt Lake City Intl",-7,"A","America/Denver"
"1240","SLE","McNary Field",-8,"A","America/Los_Angeles"
"1241","SLK","Adirondack Regional Airport",-5,"A","America/New_York"
"1242","SLN","Salina Municipal Airport",-6,"A","America/Chicago"
"1243","SLQ","Sleetmute Airport",-9,"A","America/Anchorage"
"1244","SMD","Smith Fld",-5,"A","America/New_York"
"1245","SME","Lake Cumberland Regional Airport",-5,"A","America/New_York"
"1246","SMF","Sacramento Intl",-8,"A","America/Los_Angeles"
"1247","SMK","St. Michael Airport",-9,"A","America/Anchorage"
"1248","SMN","Lemhi County Airport",-7,"A","America/Denver"
"1249","SMO","Santa Monica Municipal Airport",-8,"A","America/Los_Angeles"
"1250","SMX","Santa Maria Pub Cpt G Allan Hancock Airport",-8,"A","America/Los_Angeles"
"1251","SNA","John Wayne Arpt Orange Co",-8,"A","America/Los_Angeles"
"1252","SNP","St Paul Island",-9,"A","America/Anchorage"
"1253","SNY","Sidney Muni Airport",-7,"A","America/Denver"
"1254","SOP","Moore County Airport",-5,"A","America/New_York"
"1255","SOW","Show Low Regional Airport",-7,"A","America/Phoenix"
"1256","SPB","Scappoose Industrial Airpark",-8,"A","America/Los_Angeles"
"1257","SPF","Black Hills Airport-Clyde Ice Field",-7,"A","America/Denver"
"1258","SPG","Albert Whitted",-5,"A","America/New_York"
"1259","SPI","Abraham Lincoln Capital",-6,"A","America/Chicago"
"1260","SPS","Sheppard Afb Wichita Falls Muni",-6,"A","America/Chicago"
"1261","SPW","Spencer Muni",-6,"A","America/Chicago"
"1262","SPZ","Silver Springs Airport",-8,"A","America/Los_Angeles"
"1263","SQL","San Carlos Airport",-8,"A","America/Los_Angeles"
"1264","SRQ","Sarasota Bradenton Intl",-5,"A","America/New_York"
"1265","SRR","Sierra Blanca Regional Airport",-7,"A","America/Denver"
"1266","SRV","Stony River 2 Airport",-9,"A","America/Anchorage"
"1267","SSC","Shaw Afb",-5,"A","America/New_York"
"1268","SSI","McKinnon Airport",-5,"A","America/New_York"
"1269","STC","Saint Cloud Regional Airport",-6,"A","America/Chicago"
"1270","STE","Stevens Point Municipal Airport",-6,"A","America/Chicago"
"1271","STG","St. George Airport",-9,"A","America/Anchorage"
"1272","STJ","Rosecrans Mem",-6,"A","America/Chicago"
"1273","STK","Sterling Municipal Airport",-7,"A","America/Denver"
"1274","STL","Lambert St Louis Intl",-6,"A","America/Chicago"
"1275","STS","Charles M Schulz Sonoma Co",-8,"A","America/Los_Angeles"
"1276","SUA","Witham Field Airport",-5,"A","America/New_York"
"1277","SUE","Door County Cherryland Airport",-6,"U","America/Chicago"
"1278","SUN","Friedman Mem",-7,"A","America/Denver"
"1279","SUS","Spirit Of St Louis",-6,"A","America/Chicago"
"1280","SUU","Travis Afb",-8,"A","America/Los_Angeles"
"1281","SUX","Sioux Gateway Col Bud Day Fld",-6,"A","America/Chicago"
"1282","SVA","Savoonga Airport",-9,"A","America/Anchorage"
"1283","SVC","Grant County Airport",-7,"A","America/Denver"
"1284","SVH","Regional Airport",-5,"A","America/New_York"
"1285","SVN","Hunter Aaf",-5,"A","America/New_York"
"1286","SVW","Sparrevohn Lrrs",-9,"A","America/Anchorage"
"1287","SWD","Seward Airport",-9,"U","America/Anchorage"
"1288","SWF","Stewart Intl",-5,"A","America/New_York"
"1289","SXP","Sheldon Point Airport",-9,"A","America/Anchorage"
"1290","SXQ","Soldotna Airport",-9,"U","America/Anchorage"
"1291","SYA","Eareckson As",-9,"A","America/Anchorage"
"1292","SYB","Seal Bay Seaplane Base",-9,"A","America/Anchorage"
"1293","SYR","Syracuse Hancock Intl",-5,"A","America/New_York"
"1294","SZL","Whiteman Afb",-6,"A","America/Chicago"
"1295","TAL","Tanana Airport",-9,"A","America/Anchorage"
"1296","TAN","Taunton Municipal Airport - King Field",-5,"A","America/New_York"
"1297","TBN","Waynesville Rgnl Arpt At Forney Fld",-6,"A","America/Chicago"
"1298","TCC","Tucumcari Muni",-7,"A","America/Denver"
"1299","TCL","Tuscaloosa Rgnl",-6,"A","America/Chicago"
"1300","TCM","Mc Chord Afb",-8,"A","America/Los_Angeles"
"1301","TCS","Truth Or Consequences Muni",-7,"A","America/Denver"
"1302","TCT","Takotna Airport",-9,"A","America/Anchorage"
"1303","TEB","Teterboro",-5,"A","America/New_York"
"1304","TEK","Tatitlek Airport",-9,"A","America/Anchorage"
"1305","TEX","Telluride",-7,"A","America/Denver"
"1306","TIK","Tinker Afb",-6,"A","America/Chicago"
"1307","TIW","Tacoma Narrows Airport",-8,"A","America/Los_Angeles"
"1308","TIX","Space Coast Reg'l Airport",-5,"A","America/New_York"
"1309","TKA","Talkeetna",-9,"A","America/Anchorage"
